v2,v1
This pay is  &lt;DECIMAL&gt;  lakhs:),ham
Have a good evening! Ttyl,ham
Did u receive my msg?,ham
Ho ho - big belly laugh! See ya tomo,ham
SMS. ac sun0819 posts HELLO:\You seem cool,spam
Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just �1.50 per wk 2 opt out send STOP 08452810071 16,spam
"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",ham
"I've got  &lt;#&gt; , any way I could pick up?",ham
"I dont knw pa, i just drink milk..",ham
Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,ham
"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",ham
Cause I'm not freaky lol,ham
Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,ham
What is this 'hex' place you talk of? Explain!,ham
�� log off 4 wat. It's sdryb8i,ham
Is xy going 4 e lunch?,ham
Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,spam
I wanted to ask �_ to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,ham
Have you finished work yet? :),ham
"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",ham
"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",ham
Thanks love. But am i doing torch or bold.,ham
<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,spam
Was the farm open?,ham
"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",ham
"My sister in law, hope you are having a great month. Just saying hey. Abiola",ham
Will purchase d stuff today and mail to you. Do you have a po box number?,ham
Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,ham
Good. Good job. I like entrepreneurs,ham
"Aight, you close by or still down around alex's place?",ham
meet you in corporation st outside gap ��_ you can see how my mind is working!,ham
Mum ask �_ to buy food home...,ham
K..u also dont msg or reply to his msg..,ham
How much r �_ willing to pay?,ham
"Sorry, I'll call later",ham
What is important is that you prevent dehydration by giving her enough fluids,ham
"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",ham
True dear..i sat to pray evening and felt so.so i sms'd you in some time...,ham
"I don't think I can get away for a trek that long with family in town, sorry",ham
So when do you wanna gym harri,ham
Quite late lar... Ard 12 anyway i wun b drivin...,ham
"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",spam
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,spam
Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,ham
It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,ham
08714712388 between 10am-7pm Cost 10p,spam
"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",ham
He also knows about lunch menu only da. . I know,ham
When i have stuff to sell i.ll tell you,ham
+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON �1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max�7. 50,spam
Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,ham
You have WON a guaranteed �1000 cash or a �2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,spam
Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,ham
Oh is it? Send me the address,ham
S'fine. Anytime. All the best with it.,ham
That is wondar full flim.,ham
Ya even those cookies have jelly on them,ham
"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",ham
Got it! It looks scrumptious... daddy wants to eat you all night long!,ham
Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,ham
"Alright omw, gotta change my order to a half8th",ham
Exactly. Anyways how far. Is jide her to study or just visiting,ham
Dunno y u ask me.,ham
Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,spam
No he didn't. Spring is coming early yay!,ham
Lol you won't feel bad when I use her money to take you out to a steak dinner =D,ham
Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,ham
Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,ham
Then why no one talking to me,ham
Thanks for looking out for me. I really appreciate.,ham
Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY �10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,spam
Wish i were with you now!,ham
Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,ham
Yes i will be there. Glad you made it.,ham
Do well :)all will for little time. Thing of good times ahead:,ham
Just got up. have to be out of the room very soon. ��_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,ham
Ok. There may be a free gym about.,ham
Men like shorter ladies. Gaze up into his eyes.,ham
Dunno he jus say go lido. Same time 930.,ham
"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",ham
U are subscribed to the best Mobile Content Service in the UK for �3 per 10 days until you send STOP to 82324. Helpline 08706091795,spam
Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,ham
By monday next week. Give me the full gist,ham
"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",spam
You have an important customer service announcement from PREMIER.,spam
Dont gimme that lip caveboy,ham
When did you get to the library,ham
Realy sorry-i don't recognise this number and am now confused :) who r u please?! ,ham
So why didnt you holla?,ham
Cant think of anyone with * spare room off * top of my head,ham
"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",ham
U should have made an appointment,ham
"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",ham
"Romantic Paris. 2 nights, 2 flights from �79 Book now 4 next year. Call 08704439680Ts&Cs apply.",spam
"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",ham
Urgent Ur �500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 �1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,spam
Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,ham
"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",ham
UR awarded a City Break and could WIN a �200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 �1.50perWKsub,spam
"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",ham
"Sorry, I'll call later",ham
I cant pick the phone right now. Pls send a message,ham
Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,ham
Not getting anywhere with this damn job hunting over here!,ham
Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? ,ham
"idc get over here, you are not weaseling your way out of this shit twice in a row",ham
I wil be there with in  &lt;#&gt;  minutes. Got any space,ham
Just sleeping..and surfing,ham
Thanks for picking up the trash.,ham
Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,ham
"\Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx\""""",ham
Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,ham
That means get the door,ham
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ham
"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",ham
Beerage?,ham
You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,spam
Dont think so. It turns off like randomlly within 5min of opening,ham
"She was supposed to be but couldn't make it, she's still in town though",ham
It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,ham
Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),spam
"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, �3 per pole. UnSub 08718727870.",spam
Gud mrng dear hav a nice day,ham
This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,ham
All e best 4 ur driving tmr :-),ham
Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THAT��S AL!!!!!!!!!,ham
Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,ham
There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,ham
it's really getting me down just hanging around.,ham
"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",spam
"\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\""""",ham
Ok i msg u b4 i leave my house.,ham
"\Gimme a few\"" was  &lt;#&gt;  minutes ago""",ham
"Last Chance! Claim ur �150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. �3.00 Sub. 16",spam
Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,ham
